d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,Label
0.5357634189527443,0.9737639558372702,-0.201762839915681,0.9826342874340764,0.6733312089817125,0.8218568904745641,0.7938749420674731,-0.1922452322210676,0.254764614359657,0.5061569611716267,Distracted
0.9737639558372702,-0.201762839915681,0.9826342874340764,0.6733312089817125,0.8218568904745641,0.7938749420674731,-0.1922452322210676,0.254764614359657,0.5061569611716267,1.027877997382891,Distracted
-0.201762839915681,0.9826342874340764,0.6733312089817125,0.8218568904745641,0.7938749420674731,-0.1922452322210676,0.254764614359657,0.5061569611716267,1.027877997382891,0.6046064294112795,Distracted
0.9826342874340764,0.6733312089817125,0.8218568904745641,0.7938749420674731,-0.1922452322210676,0.254764614359657,0.5061569611716267,1.027877997382891,0.6046064294112795,1.051394853744364,Distracted
0.6733312089817125,0.8218568904745641,0.7938749420674731,-0.1922452322210676,0.254764614359657,0.5061569611716267,1.027877997382891,0.6046064294112795,1.051394853744364,0.4560639149815306,Distracted
0.8218568904745641,0.7938749420674731,-0.1922452322210676,0.254764614359657,0.5061569611716267,1.027877997382891,0.6046064294112795,1.051394853744364,0.4560639149815306,0.5352338039060586,Distracted
0.7938749420674731,-0.1922452322210676,0.254764614359657,0.5061569611716267,1.027877997382891,0.6046064294112795,1.051394853744364,0.4560639149815306,0.5352338039060586,1.476213750841344,Distracted
-0.1922452322210676,0.254764614359657,0.5061569611716267,1.027877997382891,0.6046064294112795,1.051394853744364,0.4560639149815306,0.5352338039060586,1.476213750841344,0.5867195876090854,Distracted
0.254764614359657,0.5061569611716267,1.027877997382891,0.6046064294112795,1.051394853744364,0.4560639149815306,0.5352338039060586,1.476213750841344,0.5867195876090854,0.8849036336224224,Distracted
0.5061569611716267,1.027877997382891,0.6046064294112795,1.051394853744364,0.4560639149815306,0.5352338039060586,1.476213750841344,0.5867195876090854,0.8849036336224224,0.643679590412432,Distracted
1.027877997382891,0.6046064294112795,1.051394853744364,0.4560639149815306,0.5352338039060586,1.476213750841344,0.5867195876090854,0.8849036336224224,0.643679590412432,1.1723482872057152,Distracted
